fragment_smiles,COMPOUND_ID,SMILES,FFV_true,ffv_pred,residual,fragment_attr,FFV_confidence,ordinal_level,abs_err
C1=CC=CC=C1,996538100,*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2C)c(C)c1*,0.37510529,0.3720116078853607,-0.0030936821146392846,-0.0002701520919799,high,A,0.0030936821146392846
C1=CC=CC=C1,2056311741,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,0.38469129,0.3740615010261535,-0.010629788973846532,-0.0100260913372039,high,A,0.010629788973846532
CC1=CC(O)=CC=C1,1780262446,*N=P(*)(Oc1cccc(C)c1)Oc1cccc(C)c1*,0.3884914,0.3730918884277344,-0.0153995115722656,0.0091769039630889,high,A,0.0153995115722656
C1=CC=CC=C1,2147439136,*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,0.37783134,0.3679119527339935,-0.009919387266006496,-0.0026489436626434,high,A,0.009919387266006496
O,400083990,*CCC(=O)N(*)CC*,0.34536777,0.3714470326900482,0.026079262690048177,0.0034185171127319,high,A,0.026079262690048177
CCC1=CC=CC=C1,445846164,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1*,0.36800149,0.3665203630924225,-0.0014811269075775124,-0.0017710089683532,high,A,0.0014811269075775124
O=COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,109395625,*CC(*)(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.36603626,0.3748296380043029,0.00879337800430291,-0.0050815105438232,high,A,0.00879337800430291
C1=CC=CC=C1,1885883959,*Nc1ccc(-c2cc(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)cc1*,0.36380664,0.367176866531372,0.003370226531371978,0.0006291389465332,high,A,0.003370226531371978
CC,2147438520,*CCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1*,0.35349899,0.3694976806640625,0.01599869066406251,-0.0022448241710662,high,A,0.01599869066406251
CS(=O)(=O)C1=CC=CC=C1,478818056,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccc(S(C)(=O)=O)cc5)cc4)cc3)cc2)cc1*,0.38732371,0.3772382795810699,-0.010085430418930064,0.0015411972999572,high,A,0.010085430418930064
O=P1OC2=CC=CC=C2C2=CC=CC=C21,173214636,*Nc1ccc(C(c2ccc(NC(=O)c3ccc(C(c4ccc(C(*)=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1*,0.36717844,0.3622462749481201,-0.004932165051879878,-0.0040534257888793,high,A,0.004932165051879878
C,372897734,*NC(C)CCC(C)(C)CCCNC(=O)c1ccc(C(*)=O)cc1*,0.34899433,0.3615753889083862,0.012581058908386178,0.0005394220352172,high,A,0.012581058908386178
CCCCOC=O,1438410833,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OCCCC)cc1*,0.34168737,0.3648771584033966,0.023189788403396583,-0.0019038200378417,high,A,0.023189788403396583
CCCCCCCCOC=O,1051950887,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1*,0.35265054,0.3679866552352905,0.015336115235290493,-0.004373276233673,high,A,0.015336115235290493
C1=CC=CC=C1,2128364241,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.39846881,0.382582676410675,-0.015886133589325002,0.0010552167892456,high,A,0.015886133589325002
C,303267980,*CCCCCCN(C)C(=O)CCC(=O)N(*)C*,0.34567408,0.365766841173172,0.02009276117317199,-0.0012243390083312,high,A,0.02009276117317199
CC(C)C,2122013892,*CC(OC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(COC(=O)O*)OC(=O)C(CC(C)C)NC(=O)OCc1ccccc1*,0.34504989,0.3611044108867645,0.016054520886764456,0.0007999122142791,high,A,0.016054520886764456
C1CCCCC1,1589240697,*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C2CCCCC2)cc1*,0.37459903,0.3712921977043152,-0.0033068322956847918,0.0026694536209106,high,A,0.0033068322956847918
C1=CC(=CCC1)C1=CC=CC=C1,505372159,*Nc1ccc(C2(c3ccc(N*)c(*)c3)C3=C(C=CCC3)c3ccccc32)cc1,0.3719327,0.3643921494483947,-0.007540550551605296,0.0003513932228088,high,A,0.007540550551605296
C1=CC=C(C=C1)C1=CC=CC=C1,525571828,*C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(*)s5)cc4)c4ccccc4-c4ccccc43)cc2)cc1*,0.39472012,0.3725593030452728,-0.022160816954727214,0.0006044685840606,high,A,0.022160816954727214
O,1912083932,*CCCCCCCCCCCCn1c2ccccc2c2cc(COC(=O)C(*)(C)C*)ccc21,0.37677964,0.3596713423728943,-0.01710829762710575,0.0014914214611053,high,A,0.01710829762710575
O=CN(C1=CC=C(OC2=CC=CC=C2)C=C1)C=O,731595810,*CC(c1ccccc1)C1C(=O)N(c2ccc(Oc3ccccc3)cc2)C(=O)C1*,0.367645,0.3610009908676147,-0.006644009132385276,-0.0089804947376251,high,A,0.006644009132385276
CCCCC,106795224,*CCCCCCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)CCCCC2)cc1*,0.35744625,0.3552361071109772,-0.002210142889022826,-0.0044732570648193,high,A,0.002210142889022826
C1CCC2CCCCC2C1,999910921,*CC(*)(C)C(=O)OC1CCC2CCCCC2C1*,0.37667899,0.3696277379989624,-0.007051252001037567,-0.0067978084087371,high,A,0.007051252001037567
C[C@H](C)C[C@H](C)C,808582678,*NCC[C@@]12C[C@H]3C[C@@H](C1)C[C@](c1ccc(N*)cc1)(C3)C2*,0.33910824,0.3637325465679168,0.02462430656791681,0.0022023320198059,high,A,0.02462430656791681
O,1699979757,*CCCOC(=O)C(*)*,0.38345076,0.372062611579895,-0.011388148420104993,0.0021324455738067,high,A,0.011388148420104993
CCCCCCCCOC=O,322605911,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1*,0.34897667,0.3627576053142547,0.013780935314254728,-0.003481239080429,high,A,0.013780935314254728
C1=CC=C2C(=C1)CC1=CC=CC=C12,1473690215,*Nc1ccc2c(c1)C(c1ccccc1N)(c1ccccc1N*)c1cc(N)ccc1-2,0.3674954,0.3650946021080017,-0.0024007978919983186,0.0008322954177856,high,A,0.0024007978919983186
C1=CC=C2C(=C1)CC1=CC=CC=C12,492439302,*Nc1ccc2c(c1)C(c1ccc(C)c(C)c1)(c1ccc(C)c(C)c1)c1cc(N*)ccc1-2,0.38916246,0.3646818995475769,-0.024480560452423084,-0.0079127550125122,high,A,0.024480560452423084
CCC(C)C,1501914019,*CC(*)(C)C(=O)OC1CCC(C)CC1*,0.37962423,0.3668066024780273,-0.012817627521972685,-0.00199835896492,high,A,0.012817627521972685
C1=CC=C(C=C1)C1=CC=CC=C1,1480032186,*Nc1ccc(C2(c3ccc(N*)c(*)c3CC)c3ccccc3-c3ccccc32)c(CC)c1,0.37129273,0.3645842134952545,-0.006708516504745521,0.0007393300533294,high,A,0.006708516504745521
CC(=O)OCCC1=CC=CC=C1,89099554,*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1*,0.35265054,0.3681657969951629,0.015515256995162874,-0.0088467299938201,high,A,0.015515256995162874
O,1956150521,*CN(C)CCOC(=O)C(*)(C)C*,0.36516646,0.3598115086555481,-0.005354951344451908,-0.0025962054729461,high,A,0.005354951344451908
C1=CC=C(C2=CC=CC=C2)C=C1,2147438777,*Nc1cccc2c1C1=C(C[C@](N*)(c3ccccc3-c3ccccc3)C=C1)C2(c1ccccc1)c1ccccc1*,0.37540911,0.3652579367160797,-0.01015117328392029,0.0013549149036407,high,A,0.01015117328392029
O,1877647340,*CCCCCCCCCNC(=O)N*,0.35715169,0.365007996559143,0.00785630655914299,0.0048537969589233,high,A,0.00785630655914299
CC1(C)COC(C(C)(C)COC=O)OC1,785739315,*CC(*)(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,0.36823735,0.3668706476688385,-0.00136670233116154,-0.0130404889583587,high,A,0.00136670233116154
C1=CC=C(C=C1)C1=CC=CC=C1,725291191,*Cc1cc(C2(c3ccc(N*)c(C)c3)c3ccccc3-c3ccccc32)ccc1N*,0.381850225,0.3637857437133789,-0.01806448128662108,0.0007986605167388,high,A,0.01806448128662108
CCC(C)OC=O,677771115,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1*,0.34677139,0.3704192519187927,0.0236478619187927,-0.0017362058162689,high,A,0.0236478619187927
Cl,1809858457,*Nc1cc(Cl)c(N*)cc1Cl,0.34205564,0.3627747654914856,0.02071912549148558,7.94529914855957e-05,high,A,0.02071912549148558
C[C@H](C)C[C@H](C)C,798869032,*Nc1ccc([C@@]23C[C@H]4C[C@@H](C2)C[C@](c2ccc(N*)c(*)c2)(C4)C3)cc1,0.34941941,0.3616893410682678,0.012269931068267792,-0.0015456199645996,high,A,0.012269931068267792
O=CN(C1=CC=C(Cl)C=C1)C=O,1574744073,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1*,0.38253331,0.3811929225921631,-0.0013403874078369293,0.0035877525806427,high,A,0.0013403874078369293
O,1579112957,*CCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1*,0.36073378,0.3594525754451751,-0.0012812045548248885,0.0011802852153778,high,A,0.0012812045548248885
CCCCCCOC1=CC=C(N=CC2=CC=C([N+](=O)[O-])C=C2)C=C1,2062460228,*OC(C)CCOC(=O)C(CCCCCCOc1ccc(N=Cc2ccc([N+](=O)[O-])cc2)cc1)C(*)=O,0.3535486,0.3606339752674102,0.00708537526741021,-0.0208073735237121,high,A,0.00708537526741021
C1=CC=C(C=C1)C1=CC=CC=C1,1223550383,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1*,0.36635489,0.3654318809509277,-0.0009230090490722764,-0.0080089569091796,high,A,0.0009230090490722764
CC1=C(C=CC=C1)C1=C(C)C=CC=C1,863625275,*Cc1cc(C2(c3cc(C)c(N*)c(C)c3)c3cccc(C)c3-c3c(C)cccc32)cc(C)c1N*,0.38998404,0.3635554909706116,-0.026428549029388404,0.000642043352127,high,A,0.026428549029388404
CCC(C(C)(C)C)C,100174621,*CC(*)(C)C(=O)OC1CCC(C(C)(C)C)CC1*,0.38851796,0.3651261627674103,-0.023391797232589717,-0.0036788046360015,high,A,0.023391797232589717
C1=CC=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,1460910986,*Nc1cccc(-c2cc(-c3ccc(C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N*)c(*)c3)c(-c3ccc(C(c4ccccc4)c4ccccc4)cc3)c2)c1,0.36459266,0.3671097874641418,0.0025171274641417885,-0.0006212532520294,high,A,0.0025171274641417885
CCCCCCCCOC=O,1592713963,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1*,0.34916517,0.3628736317157745,0.0137084617157745,-0.0039073646068573,high,A,0.0137084617157745
O,97597340,*CCCCCCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,0.37330351,0.3669889628887176,-0.006314547111282431,0.0020813882350921,high,A,0.006314547111282431
CCC,2147438495,*CCCCCCOc1ccc(C=C2CCCC(=Cc3ccc(O*)cc3)C2=O)cc1*,0.36783098,0.3640971958637237,-0.003733784136276286,-0.0028471171855926,high,A,0.003733784136276286
CCCCCCCCOC=O,710418627,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1*,0.3506977,0.3684604346752166,0.017762734675216607,-0.0047522783279418,high,A,0.017762734675216607
C1=CC=CC=C1,2147438895,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)cc1*,0.36060662,0.3681661605834961,0.007559540583496116,-5.7709217071533206e-05,high,A,0.007559540583496116
C1=CC=C2C(=C1)CCC21CCC2=CC=CC=C21,878287974,*Nc1ccc2c(c1)C1(CC2)CCc2ccc(N*)cc21,0.3601834849999999,0.3615597784519195,0.0013762934519195857,0.0055050194263458,high,A,0.0013762934519195857
CCC(C1=CC=CC=C1)CC,1899283335,*Nc1ccc(C2(c3ccc(N*)c(*)c3)CCC(c3ccccc3)CC2)cc1,0.35979083,0.3627992272377014,0.00300839723770141,-0.0012384831905364,high,A,0.00300839723770141
C=CC=C1C=CC2=CC=CC=C12,2147438681,*Nc1ccc(C2(c3ccc(N*)c(*)c3)C=CC=C3C2=Cc2ccccc23)cc1,0.36753725,0.3661519169807434,-0.001385333019256585,0.0021111607551574,high,A,0.001385333019256585
C1=CC=CC=C1,1253961002,*Oc1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc4c(c3)Cc3cc(C(*)=O)ccc3-4)cc2)cc1*,0.38005772,0.3720817446708679,-0.007975975329132079,0.0025905728340148,high,A,0.007975975329132079
CCCCC,1939700854,*Nc1ccc([C@H](CC)c2ccc(C3(c4ccc([C@@H](CC)c5ccc(N*)c(*)c5)cc4)CCCCC3)cc2)cc1,0.36956425,0.3618192374706268,-0.0077450125293732075,-0.0017816066741943,high,A,0.0077450125293732075
C1=CC=CC=C1,639845225,*c1ccc2nc(Oc3cc(-c4ccccc4)c4cc(-c5ccc(*)c(*)c5)ccc4n3)cc(-c3ccccc3)c2c1,0.39441053,0.3820112884044647,-0.012399241595535293,-0.0009397625923156,high,A,0.012399241595535293
CC1CCCC1,2147438922,*Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC(*)=O)C4(C)C)cc3)CC3CCC2C3)cc1*,0.3705045,0.3632905662059784,-0.007213933794021632,-0.0031828105449676,high,A,0.007213933794021632
CC1=CC=CC=C1,1150964358,*Nc1ccc(-c2c(Cc3ccccc3)c(Cc3ccccc3)c(N*)c(Cc3ccccc3)c2Cc2ccccc2)cc1*,0.36853875,0.3669338703155517,-0.0016048796844483348,-6.80387020111084e-05,high,A,0.0016048796844483348
CC(=O)O,1582367381,*CC(COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)OC(C)=O,0.34921256,0.3694532811641693,0.020240721164169306,0.0012140810489654,high,A,0.020240721164169306
C1=CC=CC=C1,1123597680,*c1cccc(P(C)(=O)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(P(=O)(c6ccccc6)c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1*,0.35188872,0.368392676115036,0.016503956115036023,-0.0027751624584198,high,A,0.016503956115036023
C1=CC=CC=C1,369676731,*Oc1ccc(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)c4ccc(OC(*)=O)cc4)cc3)cc2)c2ccccc2)cc1*,0.38025773,0.3690564274787903,-0.01120130252120971,0.0013051211833953,high,A,0.01120130252120971
CC,1210327805,*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1*,0.36732026,0.3609456419944763,-0.006374618005523691,-0.0005821049213409,high,A,0.006374618005523691
C#N,336148935,*Oc1ccc(CC(C#N)(C#N)Cc2ccc(*)cc2)cc1*,0.38321738,0.3689663648605347,-0.014251015139465306,-0.0010472416877746,high,A,0.014251015139465306
CC1=CC(=CC=C1)C1=CC=CC=C1,837351512,*Nc1ccc(C2(c3ccc(N*)c(*)c3)c3ccccc3-c3cccc(C)c32)cc1,0.37209959,0.365935230255127,-0.006164359744873005,0.0018898725509643,high,A,0.006164359744873005
CC1=C(C)C2C3=CC(N)=C(N)C=C3C1C1=CC(N)=C(N)C=C12,1857184942,*Nc1cc2c(cc1N*)C1c3cc(N)c(N)cc3C2c2cc(N)c(N)cc21,0.372622,0.3639068841934204,-0.008715115806579632,0.0005651235580444,high,A,0.008715115806579632
CCC1=C(C=CC=C1)C1=CC=CC=C1,1849183324,*Nc1ccc(C2(c3ccc(N*)c(*)c3)c3ccccc3-c3c(CC)cccc32)cc1,0.37018602,0.3653701066970825,-0.004815913302917529,0.0013247549533843,high,A,0.004815913302917529
O=COCCCN1C2=CC=CC=C2C2=CC=CC=C21,1116523292,*CC(*)C(=O)OCCCn1c2ccccc2c2ccccc21,0.34946013,0.3715528666973114,0.022092736697311433,-0.0111536979675292,high,A,0.022092736697311433
O,1224371344,*CCCCCCCCNC(=O)CCCCC(=O)N*,0.35113971,0.3644388258457184,0.013299115845718412,0.0020277917385101,high,A,0.013299115845718412
O,1673426681,*CCS(=O)CCOC(=O)C(*)(C)C*,0.3575264,0.3680518686771393,0.010525468677139271,0.0028367340564727,high,A,0.010525468677139271
CCCC,1933004653,*Cc1ccc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)cc4)CCCC3)cc2)cc1S(=O)(=O)O*,0.36404714,0.3639036417007446,-0.0001434982992554179,0.0058847486972808,high,A,0.0001434982992554179
O,1379119982,*CCCCCCOc1cc(C=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)ccc1OCCCCCCOC(=O)C(*)(C)C*,0.37360953,0.3539364695549011,-0.019673060445098922,-7.262825965881348e-05,high,A,0.019673060445098922
O,260366998,*CCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1*,0.35659382,0.375401622056961,0.018807802056960976,0.0010095298290252,high,A,0.018807802056960976
O=C(O)C1=CC=CC=C1,1715193116,*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1*,0.36083172,0.3702092349529266,0.009377514952926602,0.0017856776714324,high,A,0.009377514952926602
CC,1581284687,*Nc1ccc(C2(c3ccc(N*)c(*)c3)CC2)cc1,0.35420303,0.3624449253082275,0.008241895308227498,-0.0015927493572235,high,A,0.008241895308227498
CN(C)C1=CC=C(C=C1)C1=CC=C([N+]([O])=O)C=C1,351343100,*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+]([O])=O)cc32)cc1*,0.37034086,0.367599731683731,-0.0027411283162689926,-0.0046250760555267,high,A,0.0027411283162689926
O,750893336,*CCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1*,0.35432247,0.3738269150257111,0.01950444502571108,0.0008416235446929,high,A,0.01950444502571108
O=COCC1=CC=CC=C1,1771648139,*C=CC(C(=O)OCc1ccccc1)C(*)C(=O)OCc1ccccc1*,0.35713258,0.3677884519100189,0.010655871910018933,-0.0005091071128845,high,A,0.010655871910018933
C1=CC=C(C=C1)C1=CC=CC=C1,1320607876,*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1*,0.36266451,0.3654028177261352,0.002738307726135203,-0.0036297559738159,high,A,0.002738307726135203
C1=CC=CC=C1,144472572,*Nc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1*,0.3833667,0.3679710328578949,-0.015395667142105107,0.000750857591629,high,A,0.015395667142105107
O,1329795537,*CC(O)COC(=O)CCCCCCCCCCC(=O)OCC(O)COc1ccc(O*)cc1*,0.34177602,0.3631128668785095,0.021336846878509508,-0.0010125219821929,high,A,0.021336846878509508
C1=CC=C(C=C1)C1=CC=CC=C1,352515684,*Nc1ccc(C2(c3ccc(NC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1*,0.38327124,0.370111858844757,-0.01315938115524301,-0.0009410083293914,high,A,0.01315938115524301
O,1133044696,*CC#CCOC(=O)CCCCCCCCCCC(=O)O*,0.36542527,0.36535325050354,-7.201949646001848e-05,0.0009820878505706,high,A,7.201949646001848e-05
C1=CC=CC=C1,1676176971,*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1*,0.37078236,0.3671089947223663,-0.003673365277633678,-0.0007640898227691,high,A,0.003673365277633678
O,13364814,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,0.33815952,0.3577580630779266,0.019598543077926633,0.0016601264476776,high,A,0.019598543077926633
C1=CC=CC=C1,2147439108,*c1nnc(-c2ccc(Oc3cccc4c(NC(=O)c5ccc([Si](c6ccccc6)(c6ccccc6)c6ccc(C(=O)Nc7cccc8c(Oc9ccc(*)c(*)c9)cccc78)cc6)cc5)cccc34)cc2)o1,0.37704837,0.3616861164569854,-0.015362253543014626,0.0022981643676757,high,A,0.015362253543014626
N#CC1=CC=C(C2=CC=C(OCCCCCN(C=O)C=O)C=C2)C=C1,433053026,*C1C(=O)N(CCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,0.34752504,0.3657864928245544,0.01826145282455438,-0.0026646375656127,high,A,0.01826145282455438
OC1=CC=CC=C1,1997781379,*Cc1cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc(C)c1OP(=O)(O*)Oc1ccccc1,0.3661802,0.3673292338848114,0.0011490338848114123,0.0016797304153442,high,A,0.0011490338848114123
O,676068988,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.35653288,0.3617917716503143,0.00525889165031429,0.0018413364887237,high,A,0.00525889165031429
CCCCCCOC1=CC=C(C=CC2=CC=C([N+]([O])=O)C=C2)C=C1,1588320432,*CCN(CCCCCCOc1ccc(C=Cc2ccc([N+]([O])=O)cc2)cc1)CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1*,0.34069727,0.3529649496078491,0.01226767960784908,-0.0106197237968444,high,A,0.01226767960784908
CC(C)S(C)(=O)=O,2140175803,*CC(C)S(=O)(=O)CC(C*)(CO*)CS(=O)(=O)C(C)C,0.38031514,0.3614719033241272,-0.018843236675872788,-0.0006334483623504,high,A,0.018843236675872788
C1=CC=C2C=C3C(=CC2=C1)NC1=CC=CC=C13,1386480271,*CC(*)n1c2ccccc2c2cc3ccccc3cc21,0.38102074,0.3684608817100525,-0.012559858289947545,-0.0143099069595336,high,A,0.012559858289947545
CC1CCCC1,72780876,*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc2)cc1*,0.36666266,0.3638811588287353,-0.0027815011712646887,-0.0078807413578033,high,A,0.0027815011712646887
NC1=CC(CC2=CC=CC(N)=C2)=CC=C1,2147438739,*Nc1cccc([C@@H](c2ccc(N*)c(*)c2)C(c2cccc(N)c2)c2cccc(N)c2)c1,0.35918801,0.3655578911304474,0.006369881130447397,0.0022992670536041,high,A,0.006369881130447397
C1C2=CC=CC=C2C2=CC=CC=C12,1826581063,*Nc1ccc2c(c1)/C(=C/c1cccc(N*)c1*)c1ccccc1-2,0.352832805,0.3659181118011474,0.01308530680114739,-0.0042979776859283,high,A,0.01308530680114739
CCC(CC1=CC=CC=C1)CC,1867844121,*Nc1ccc(C2(c3ccc(N*)c(*)c3)CCC(Cc3ccccc3)CC2)cc1,0.35467906,0.3623884558677673,0.00770939586776731,-0.0016492307186126,high,A,0.00770939586776731
CCCCOC(C)=O,476061574,*CCCCOC(=O)C(*)(C*)CC(=O)OCCCC,0.37326705,0.3679728448390961,-0.005294205160903898,0.000191706418991,high,A,0.005294205160903898
C=C(C)CC,2147438652,*Nc1ccc(C(C)(c2ccc(N*)c(*)c2)[C@H](C)C(=C)C)cc1,0.35652932,0.3626396775245666,0.006110357524566623,-0.0013780176639556,high,A,0.006110357524566623
CCCCCCCCOC1=CC=C(C2=CC=C(OCC3=CC=C(C#N)C=C3)C=C2)C=C1,1087863432,*CCC[Sn](C)(C)CCCOC(=O)C(CCCCCCCCOc1ccc(-c2ccc(OCc3ccc(C#N)cc3)cc2)cc1)C(=O)O*,0.34246271,0.3576576173305511,0.015194907330551122,-0.0174146711826324,high,A,0.015194907330551122
O,950692936,*c1cccc(S(=O)(=O)NCCCCCNS(*)(=O)=O)c1*,0.34341367,0.3675832748413086,0.02416960484130859,0.0010827600955963,high,A,0.02416960484130859
CCCCCC,2147438971,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)CCCCCC4)cc3)cc2)cc1*,0.37649846,0.3645517587661743,-0.011946701233825685,-0.002418029308319,high,A,0.011946701233825685
NC1=CC=CC=C1,1392601033,*Nc1ccc(C(=C(c2ccc(N)cc2)c2ccc(N*)c(*)c2)c2ccc(N)cc2)cc1,0.36763505,0.3677395045757293,0.00010445457572927364,0.0011429786682128,high,A,0.00010445457572927364
C1=CC2=CC=CC=C2C2(C3=CC=CC=C13)C1=CC=CC=C1C1=CC=CC=C12,159632571,*Nc1ccc(C2=Cc3ccccc3C3(c4ccccc42)c2cc(C(C)(C)C)ccc2-c2ccc(C(C)(C)C)cc23)cc1,0.38649399,0.3708168089389801,-0.015677181061019896,0.0087362349033355,high,A,0.015677181061019896
CC=O,1411897079,*c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(*)C6=O)C5=O)cc4)cc3)cc2)cc1*,0.34542063,0.3642179846763611,0.018797354676361067,0.0004584550857543,high,A,0.018797354676361067
FC(F)F,246955408,*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C(c9ccc(*)cc9)(C(F)(F)F)C(F)(F)F)cc8)cc7)cc6)cc5)c4)cc3)cc2)cc1*,0.3636083,0.3687623381614685,0.005154038161468477,-0.0010173618793487,high,A,0.005154038161468477
C1=CC=C(C=C1)C1=CC=CC=C1,423638166,*Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1*,0.37583155,0.369970566034317,-0.00586098396568302,-0.0001865088939666,high,A,0.00586098396568302
O=COCCCCCCCCCCN1C2=CC=CC=C2C2=CC(N=NC3=CC=C([N+](=O)[O-])C=C3[N+](=O)[O-])=CC=C21,1065435792,*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,0.36431526,0.3548041999340057,-0.009511060065994281,-0.0251069486141204,high,A,0.009511060065994281
C1=CC=C(C2=CC=CC=C2)C=C1,1128593254,*Nc1ccc(C2=CC[C@](N*)(c3ccc(-c4ccccc4)cc3)C=C2)cc1*,0.34625627,0.3658848166465759,0.01962854664657593,-0.0010714650154113,high,A,0.01962854664657593
CCCCCCOC=O,1226651340,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1*,0.35314116,0.3678596436977386,0.014718483697738594,-0.0031156837940216,high,A,0.014718483697738594
